,0,1,2,3,4,5,6
319,2012-03-20 21:07:26,Check out a recent research study from one of our interns on the growth of social networking in emerging economies. http:// blog.linkedin.com/2012/03/21/dev eloping-countries/ …,25,13,,,Announcement
320,2012-03-20 16:02:11,90% of @Reconverse's revenue comes from their #LinkedIn community. Find out more: http:// ow.ly/9M3nk cc: @AdsonLinkedIn,5,2,@Reconverse @AdsonLinkedIn,#LinkedIn,Reply
321,2012-03-20 12:25:43,Time to spring clean your career! Freshen up your #LinkedIn profile with great tips by @KristaCanfield on @Forbes . http:// ow.ly/9LInq,28,8,@KristaCanfield @Forbes,#LinkedIn,Reply
322,2012-03-19 15:29:34,How #LinkedIn Makes Online Meetings More Efficient via @SalesCrunch CEO @SeanBlack http:// blog.linkedin.com/2012/03/19/sal escrunch-post/ … #in,8,3,@SalesCrunch @SeanBlack,#LinkedIn #in,Reply
323,2012-03-18 16:59:02,RT @linkedintoday : They say you shouldn't burn your bridges. But is it ever the right move? Vote on our Sunday Poll: http:// linkd.in/FSJrrP .,4,4,@linkedintoday,,Reply
324,2012-03-16 20:45:54,"If you’ve a friend who’s looking for a job, refer them to @lindseypollak ’s post - http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ …",20,12,@lindseypollak,,Reply
325,2012-03-16 19:44:54,Check out really useful tips for over-50 job seekers and share with your peers - http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ … by @lindseypollak,11,6,@lindseypollak,,Reply
326,2012-03-16 18:50:54,"""We owe it to society to let them get the benefits of the technology we've invented."" - @JrandomF at today's #inDay pic.twitter.com/nDoyuuCP",9,0,@JrandomF,#inDay,Reply
327,2012-03-16 18:03:54,@heymarci asks over-50 job seekers: “Are your skills up to snuff for the kinds of positions you're interested in?” http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ …,0,0,@heymarci,,Reply
328,2012-03-16 17:19:14,"""The technology that you help to create has all this potential for making social impact."" - @JrandomF live now: http:// ow.ly/9EKKJ #inDay",3,2,@JrandomF,#inDay,Reply
329,2012-03-16 17:16:28,"""What happens if there is this really cool application of socially good technology, but its market is only $25M worldwide?"" @jrandomF #inDay",4,0,@jrandomF,#inDay,Reply
330,2012-03-16 17:00:31,Join us live NOW as @JRandomF from @Benetech speaks at #LinkedIn on #SocialCoding4Good . http:// ow.ly/9EKKJ #inday,4,2,@JRandomF @Benetech,#LinkedIn #SocialCoding4Good #inday,Reply
331,2012-03-16 16:42:54,"One more tip for over-50 job seekers. Use LinkedIn’s Alumni feature. For more tips and tricks, go here - http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ …",5,3,,,Announcement
332,2012-03-16 15:04:54,Over 50 job seeker? Check out LinkedIn Apps to showcase tech savvy on profile. See more tips here from @lindseypollak - http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ …,9,2,@lindseypollak,,Reply
333,2012-03-16 14:49:06,Happy St. Patrick's Day Eve from LinkedIn Dublin! #stpatricksday pic.twitter.com/4TAUCdQf,42,9,,#stpatricksday,Announcement
334,2012-03-16 13:17:54,"Here's some useful tips on networking for over-50 job seekers, from our career expert ( @lindseypollak ) - http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips/ …",11,7,@lindseypollak,,Reply
335,2012-03-16 13:00:23,Join us today at 2pm PST as @JRandomF from @Benetech speaks at #LinkedIn on #SocialCoding4Good . http:// ow.ly/9EKDX #inday,2,1,@JRandomF @Benetech,#LinkedIn #SocialCoding4Good #inday,Reply
336,2012-03-16 12:17:42,Are you a job seeker over 50? Lindsey Pollak has some tips to help in your job search. http:// blog.linkedin.com/2012/03/16/ove r-50-job-seekers-tips … #LIblog,20,9,,#LIblog,Announcement
337,2012-03-15 18:05:30,22 Executives Share the Best Advice They Ever Got via @businessinsider http:// ow.ly/9Gyq8,26,8,@businessinsider,,Reply
338,2012-03-15 11:43:37,Study finds people lie less on #LinkedIn profiles than traditional resumes. Have you noticed this? http:// ow.ly/9G0fs (via @USATODAY ),38,5,@USATODAY,#LinkedIn,Reply
339,2012-03-14 18:25:43,"“ @jeffweiner : I to the (power of) We -- As your professional network grows, so do your career opportunities http:// lnkd.in/3Xiz2C ”",7,2,@jeffweiner,,Reply
340,2012-03-14 18:04:01,"@alizaearnshaw @morecontrary Interesting idea, will pass along to our Product team.",0,0,@alizaearnshaw @morecontrary,,Reply
341,2012-03-14 17:11:44,new post: I to the We – What is the true reach of your LinkedIn Network? http:// bit.ly/xWfQPk #in,10,4,,#in,Announcement
342,2012-03-14 16:58:52,@franknam We sure are! We have some awesome content editors @LinkedInToday .,0,0,@franknam @LinkedInToday,,Reply
343,2012-03-14 13:49:58,@twistededge Have you tried @Cardmunch ?,0,0,@twistededge @Cardmunch,,Reply
344,2012-03-14 12:58:34,84% of professionals believe in career luck. Do you feel lucky in your career? Take our #poll ! http:// linkd.in/z7VC3s #inluck,10,0,,#poll #inluck,Announcement
345,2012-03-14 00:00:06,"And, thanks to all of you for sharing your stories of finding luck at work. #inluck cc: @thegirlontop http:// blog.linkedin.com/2012/03/13/in- luck/ …",12,4,@thegirlontop,#inluck,Reply
346,2012-03-13 22:41:01,"Wow! Quite a day. If you haven’t seen our post earlier today on finding your luck at work, check it out now. http:// blog.linkedin.com/2012/03/13/in- luck/ … #inluck",9,5,,#inluck,Announcement
347,2012-03-13 20:38:01,Is your career primed for success? Depends on your 3rd degree connections. Find your #inluck number here. http:// lnkd.in/inluck,10,6,,#inluck,Announcement
348,2012-03-13 19:00:12,Wondering what we were referring to with our #inluck number. Check out @thegirlontop ’s post explaining it. http:// blog.linkedin.com/2012/03/13/in- luck/ …,1,3,@thegirlontop,#inluck,Reply
349,2012-03-13 18:00:09,Have you wondered if there’s a secret for success? Guess it’s tied to your #inluck number 3 degrees away. Find it here http:// lnkd.in/inluck,8,3,,#inluck,Announcement
350,2012-03-13 17:35:46,"84% of professionals believe in career luck and other fun snippets from our recent survey (via @latimes ) http://www. latimes.com/business/money /la-fi-mo-career-luck-linkedin-20120313,0,6874465.story … #inluck",14,3,@latimes,#inluck,Reply
351,2012-03-13 16:32:50,Check out @thegirlontop ’s post on how smart professionals create their own luck on LinkedIn! http:// blog.linkedin.com/2012/03/13/in- luck/ … #inluck,9,2,@thegirlontop,#inluck,Reply
352,2012-03-13 15:07:43,"The more connections you’ve got, the luckier you are. What's your LinkedIn lucky number? Find it here and share. http:// lnkd.in/inluck",9,5,,,Announcement
353,2012-03-13 14:01:50,Share stories of a lucky break in your career. We’ll share the best ones here. #inluck http:// blog.linkedin.com/2012/03/13/in- luck/ …,8,2,,#inluck,Announcement
354,2012-03-13 12:00:24,"http:// blog.linkedin.com/2012/03/13/in- luck/ … Did you know that more people you’re connected to on LinkedIn, the luckier you are professionally. #inluck",17,3,,#inluck,Announcement
355,2012-03-13 11:00:29,"So, what's your favorite lucky break career stories? Tweet us your stories and tag it #inluck . http:// blog.linkedin.com/2012/03/13/in- luck/ …",4,3,,#inluck,Announcement
356,2012-03-13 10:30:19,Are you from one of the countries where professionals consider themselves super-lucky? Tell us. http:// blog.linkedin.com/2012/03/13/in- luck/ … #inluck,1,2,,#inluck,Announcement
357,2012-03-13 09:00:22,new post: Guess which 10 countries think they are the luckiest professionally http:// bit.ly/wy1rSU #in,15,2,,#in,Announcement
358,2012-03-12 19:32:38,"@robyn1977 They have a few different branches at @PPFAQ , so you might want to do a search and follow them all! http:// linkedin.com/company/946698",2,0,@robyn1977 @PPFAQ,,Reply
359,2012-03-12 19:31:18,@jasonchun05 Thanks Jason! See if there are any positions that fit your skillset at http://www. linkedin.com/careers,0,0,@jasonchun05,,Reply
360,2012-03-12 19:30:22,"Have you signed up for our next Job Seeker webinar? @LindseyPollak shows you how to land your dream job, Wed morning: http:// learn.linkedin.com/jobseeker/?tab =1 …",7,7,@LindseyPollak,,Reply
361,2012-03-12 19:21:48,"@bennyearl No problem - everyone's got their special sauce, though most companies want to keep it a secret!",0,0,@bennyearl,,Reply
362,2012-03-12 19:17:22,@BearskinNy Congrats! What a cool place to work! @virginmedia,0,0,@BearskinNy @virginmedia,,Reply
363,2012-03-12 18:39:51,@tomxonze See if any positions are a good fit here! http://www. linkedin.com/careers,0,0,@tomxonze,,Reply
364,2012-03-12 18:35:18,@manolodd IBM has positions open around the world! See how you're connected to their employees: http:// linkedin.com/company/1009,0,0,@manolodd,,Reply
365,2012-03-12 18:34:14,@POLISHEDSTYLESD And of course you can see what positions we have open at http://www. linkedin.com/careers :),0,0,@POLISHEDSTYLESD,,Reply
366,2012-03-12 18:33:43,@POLISHEDSTYLESD Might be a good time to work for Mashable if CNN is actually acquiring them! See if they're hiring: http:// linkedin.com/company/200000,0,0,@POLISHEDSTYLESD,,Reply
367,2012-03-12 18:32:12,@ReggyAlmeida Check out Twitter - http:// linkedin.com/company/96622 and do a search for the others to see what positions they have open!,0,0,@ReggyAlmeida,,Reply
368,2012-03-12 18:30:39,"@mikeschinkel No, it just needs to be confirmed via the email process. You may want to do a search or open a ticket at http:// help.linkedin.com",0,0,@mikeschinkel,,Reply
369,2012-03-12 17:16:49,"@bennyearl That might be a better question for @klout , as they have their own set of unique algorithms!",0,0,@bennyearl @klout,,Reply
370,2012-03-12 16:50:57,@jhtinnovation Nike seems to be a popular one! Check them out here: http:// linkedin.com/company/2029 and follow to see when they post new jobs.,0,0,@jhtinnovation,,Reply
371,2012-03-12 16:37:41,@M_Thulani Looks like Unilever has almost a hundred positions open - follow them here: http:// linkedin.com/company/1248,0,0,@M_Thulani,,Reply
372,2012-03-12 16:36:26,@nushkalina Oil & gas is a busy field! Check out 91 job postings at Shell alone: http:// linkedin.com/company/1271,0,0,@nushkalina,,Reply
373,2012-03-12 16:34:05,@AmeMorgan Nike would be so fun to work for! Check them out here to see if you have any connections there: http:// linkedin.com/company/2029,0,0,@AmeMorgan,,Reply
374,2012-03-12 16:32:38,"@mikeschinkel @jmccree To be associated with a company, you'll need your official ""name@company.com"" email address added to your LI account.",0,0,@mikeschinkel @jmccree @company,,Reply
375,2012-03-12 16:22:17,@katecanary Thank you Kate! :),0,0,@katecanary,,Reply
376,2012-03-12 16:21:43,@SAsportsPics Well keep an eye on @Nike by following them at http:// linkedin.com/company/2029 - see who you know there and when they post openings!,0,0,@SAsportsPics @Nike,,Reply
377,2012-03-12 16:17:32,@kfox2206 Awesome! Hope you had a great visit and got some free food. :),0,0,@kfox2206,,Reply
378,2012-03-12 16:14:08,@katecanary The @nytimes would be a great place to work! Check them out here for openings or connections: http:// linkedin.com/company/4236,0,1,@katecanary @nytimes,,Reply
379,2012-03-12 16:06:24,"@s_fridy Interesting company, NeuStar! You can see how you might be connected here, or if they have positions open: http:// linkedin.com/company/5349",0,0,@s_fridy,,Reply
380,2012-03-12 16:02:13,@JessicaMaybury Great pick! Check them out here for job opps and possible connections: http:// linkedin.com/company/165656,0,0,@JessicaMaybury,,Reply
381,2012-03-12 15:59:28,Do you have a company you'd love to work for? Tweet us yours! Now trending on @LinkedInToday : http:// mashable.com/2012/03/11/woo -a-startup-tips …,5,2,@LinkedInToday,,Reply
382,2012-03-12 15:36:37,"@senatorshoshana That's great to hear! It may vary by industry and trade, though it's always encouraging to see progress.",0,0,@senatorshoshana,,Reply
383,2012-03-12 13:57:07,Do you feel like there's a glass ceiling for women professionals? Great career advice to start the week empowered: http:// fastcompany.com/1822755/shatte ring-the-glass-ceiling-leadership-lessons-for-successful-women …,23,3,,,Announcement
384,2012-03-11 17:14:45,"Now on http:// linkedin.com/sxswtoday Austin sunshine=bad news, Highlight is the new Chatroulette, and startup stars could fade after #SXSW .",4,3,,#SXSW,Announcement
385,2012-03-10 15:20:52,If you're in Austin at #SXSW you may want to check out our very own @amyep discuss design strategy in 10. http:// schedule.sxsw.com/2012/events/ev ent_IAP9498 … #theNorm,12,1,@amyep,#SXSW #theNorm,Reply
386,2012-03-10 15:02:35,"If you're at SXSW, you may want to check out our colleague @amyep 's panel. In a half hour. http:// schedule.sxsw.com/2012/events/ev ent_IAP9498 …",3,0,@amyep,,Reply
387,2012-03-09 18:16:09,new post: The Top 5 Stories on LinkedIn: The Leadership Lessons of CEO James T. Kirk http:// bit.ly/yCNvN6 #in,7,2,,#in,Announcement
388,2012-03-09 17:16:38,It's almost the weekend! Ready to kick back and Tweet a few beers? Now trending on @LinkedInToday : http:// mashable.com/2012/03/08/twe et-a-beer-app-paypal … @tweetabeer #tyob,10,2,@LinkedInToday @tweetabeer,#tyob,Reply
389,2012-03-09 12:51:24,At what point in your life did you begin to view yourself as an entrepreneur? Hear @quixotic 's answer: http:// youtu.be/BsfZX6irqaU #startupofyou,9,4,@quixotic,#startupofyou,Reply
390,2012-03-08 17:47:33,"RT @LinkedInEng : To celebrate Women's Day, we're announcing our 1st DevelopHer Hackday, a public hackday for women! http:// engineering.linkedin.com/hackday/announ cing-first-ever-developher-hackday …",5,0,@LinkedInEng,,Reply
391,2012-03-08 17:10:38,new post: Announcing LinkedIn’s first Women’s Hackday – DevelopHer http:// bit.ly/wP33oL #in,14,2,,#in,Announcement
392,2012-03-08 17:09:33,"“ @mashable : LinkedIn Announces Women-Only 'DevelopHer' Hackday - http:// on.mash.to/wGIqFe ” cc: @brikis98 , @prchg",7,0,@mashable @brikis98 @prchg,,Reply
393,2012-03-08 16:03:29,At 3PM Pacific today. RT @emilychangtv Looking fwd to sitting down w/ @LinkedIn 's @JeffWeiner on our @BloombergWest anniversary show today!,2,0,@emilychangtv @LinkedIn @JeffWeiner @BloombergWest,,Reply
394,2012-03-08 13:09:41,new post: LinkedIn Industry Trends: Winners and Losers During the Great Recession http:// bit.ly/ysSX36 #in,10,2,,#in,Announcement
395,2012-03-08 09:30:15,"""Best place to start is not with you, but with whom you are attempting to attract."" Job seeking advice by @thegirlontop ....",13,6,@thegirlontop,,Reply
396,2012-03-07 09:01:14,new post: LinkedIn Innovator Challenge: A Recipe for Innovation http:// bit.ly/x1fOMJ #in,3,2,,#in,Announcement
397,2012-03-06 19:16:06,Have you added a Follow Company button to your company website yet? http:// youtu.be/sO0VSYxJl9A #company -pages,12,10,,#company,Announcement
398,2012-03-06 15:54:46,Have you mastered the art of hashtags? http://www. entrepreneur.com/article/222955 #hashtags #twitter via @entmagazine,27,18,@entmagazine,#hashtags #twitter,Reply
399,2012-03-06 12:13:22,Do you have a remarkable boss? Trending on @LinkedInToday : http://www. inc.com/jeff-haden/the -5-qualities-of-remarkable-bosses.html …,8,0,@LinkedInToday,,Reply
400,2012-03-05 18:14:42,"@herkyjerky Yes, please send them a tweet @LinkedInHelp !",1,0,@herkyjerky @LinkedInHelp,,Reply
401,2012-03-05 18:13:21,@hrlori Sorry about that! Someone from the @HireonLinkedIn team will get back to you shortly.,0,0,@hrlori @HireonLinkedIn,,Reply
402,2012-03-05 18:09:54,What are the new rules for getting a job in this economy? Chime in with hot topics in @HarvardBiz 's LinkedIn group. http:// lnkd.in/bFZ_5g,7,6,@HarvardBiz,,Reply
403,2012-03-05 12:43:08,RT @linkedintoday : What do great bosses do everyday? Five qualities of remarkable managers http:// ow.ly/9sH1j . Story of the day via @Inc .,27,10,@linkedintoday @Inc,,Reply
404,2012-03-04 20:26:40,All our members should now have access to LinkedIn Mobile which has been up and running for a while. Stay tuned for the latest here.,8,2,,,Announcement
405,2012-03-04 17:04:14,Some of you may've had trouble reaching LinkedIn Mobile. Our team is working to restore access. Stay tuned & thanks for your patience. ~MS,17,1,,,Announcement
406,2012-03-04 15:35:28,RT @linkedintoday : Can you survive on 4 hours sleep? Vote on our Sunday Poll and explain in the comments: http:// ow.ly/9rvBB .,4,0,@linkedintoday,,Reply
407,2012-03-02 19:44:58,Which companies do you follow on LinkedIn? And which are your favorites? http:// youtu.be/jykqF-neZ2I,12,2,,,Announcement
408,2012-03-02 19:38:00,You can now follow @sonyelectronics ' LinkedIn Company Page directly from their site. Check it out here http:// discover.store.sony.com/sonyjobs/index .html … #infollowbutton,3,2,@sonyelectronics,#infollowbutton,Reply
409,2012-03-02 15:59:58,Is it time to ditch the handwritten thank you note? After a job interview it is: http://www. businessinsider.com/answered-shoul d-you-send-a-handwritten-or-email-thank-you-note-after-an-interview-2012-3 … via @BI_Careers on @LinkedInToday,23,11,@BI_Careers @LinkedInToday,,Reply
410,2012-03-02 14:09:29,@jbueza Our store has actually been offline for a few years now. Are you looking for LinkedIn swag?,1,0,@jbueza,,Reply
411,2012-03-02 10:29:19,new post: Top 5 Stories of the Week: The Myth of the 8-Hour Sleep and Other Bad Business Beliefs http:// bit.ly/xuSTcq #in,12,4,,#in,Announcement
412,2012-03-02 01:06:14,"@ConteudoAnimal Yes, we're actually at @LinkedinBrasil !",1,0,@ConteudoAnimal @LinkedinBrasil,,Reply
413,2012-03-01 16:38:49,5 Reasons You Need to Meet in Person via @Inc . What's your favorite reason? Trending story on @LinkedInToday . http:// ow.ly/9oEkV,14,5,@Inc @LinkedInToday,,Reply
414,2012-03-01 14:25:35,Tips for Negotiating the Salary You Deserve by @AndreaMurad . Includes using LinkedIn Groups. http:// lnkd.in/h5Vt_T (via @KristaCanfield ),15,16,@AndreaMurad @KristaCanfield,,Reply
415,2012-03-01 12:39:51,10 LinkedIn headlines that stand out from the crowd. What's your #LinkedIn headline? http:// ow.ly/9ojFh (via @JorgenSundberg ),17,11,@JorgenSundberg,#LinkedIn,Reply
416,2012-03-01 11:30:59,@mattbologna Thanks very much! You should also follow @LinkedInToday to follow top stories.,0,0,@mattbologna @LinkedInToday,,Reply
417,2012-03-01 11:01:40,Parlez-vous français? Follow @LinkedInFrance for LinkedIn news in French.,11,0,@LinkedInFrance,,Reply
418,2012-02-29 17:03:37,Have you checked out @donorschoose 's implementation of LinkedIn's Follow Button? Check it out here and follow. http://www. donorschoose.org /,19,1,@donorschoose,,Reply
419,2012-02-29 15:34:51,@tlpeery Cool group! Send us your secrets to success if you have any!,0,0,@tlpeery,,Reply
420,2012-02-29 15:29:28,@jennifer_dubow We will have a small group attending the Tech section! Tweet us when you're there and we'll coordinate a meetup!,0,0,@jennifer_dubow,,Reply
421,2012-02-29 15:27:19,@Lin_Dolin No limit on the number of companies you can follow on LinkedIn. You can follow to your heart's content!,1,0,@Lin_Dolin,,Reply
422,2012-02-29 15:14:11,@AustinSEM Great! Hope you're ramping up for SXSW!,0,0,@AustinSEM,,Reply
423,2012-02-29 15:03:55,Do you run a LinkedIn Group? Tweet us your group and check out these tips on running a successful group on #LinkedIn : http://www. backbonemag.com/Magazine/2012- 02/how-to-run-a-successful-linkedin-group.aspx …,20,6,,#LinkedIn,Announcement
424,2012-02-29 11:28:34,What's your plan Z? Watch #LinkedIn Chairman & Co-founder Reid Hoffman ( @quixotic ) introduce his new book: http:// youtu.be/bFeRzxCpfvM,8,1,@quixotic,#LinkedIn,Reply
425,2012-02-28 18:22:25,"@kennytomlin Why, thank you! The @cardmunch team is flattered.",3,1,@kennytomlin @cardmunch,,Reply
426,2012-02-28 12:45:03,new post: How to Invest Wisely in “The Start-Up of You” http:// bit.ly/xUOcWn #in,14,3,,#in,Announcement
427,2012-02-27 14:58:17,@nikhilnarayanan We appreciate the feedback. We’re constantly tweaking it to make it better!,4,1,@nikhilnarayanan,,Reply
428,2012-02-27 12:01:52,Learn how to grow your #LinkedIn Company Page & engage your followers in our free webcast tomorrow. http:// ow.ly/96j0o #in,29,7,,#LinkedIn #in,Announcement
429,2012-02-27 11:10:30,RT @TechCrunch : LinkedIn Adds An Embeddable Follow Button For Company Sites http:// tcrn.ch/we00Ji by @leenarao,12,4,@TechCrunch @leenarao,,Reply
430,2012-02-27 09:15:57,"new post: LinkedIn Follow Button: Companies, Look Who’s Following You Now http:// bit.ly/wUj5Hz #in",24,9,,#in,Announcement
431,2012-02-24 19:39:09,Celebrating another member milestone at #LinkedIn HQ! RT @brikis98 : 150 million reasons to party. pic.twitter.com/3qdwOnIN,19,2,@brikis98,#LinkedIn,Reply
432,2012-02-24 15:41:33,new post: Top Five Stories of the Week: What Companies Know About You and Other Secrets http:// bit.ly/zKsvsl #in,8,4,,#in,Announcement
433,2012-02-24 14:18:21,RT @linkedintoday : What's the one interview mistake everyone is making? It's the story of the day via @businessinsider http:// ow.ly/9h7yC,21,15,@linkedintoday @businessinsider,,Reply
434,2012-02-24 14:01:43,Have you ever considered yourself as a start-up? Listen to #LinkedIn co-founder @quixotic discuss his new book: http:// youtu.be/m_m1BaO9kcY,16,11,@quixotic,#LinkedIn,Reply
435,2012-02-23 17:02:39,"How would you feel about a world without resumes, business cards & Rolodexes? via @BusinessInsider http:// ow.ly/9fP5A #in",20,5,@BusinessInsider,#in,Reply
436,2012-02-23 10:28:11,Employee & US Marine Corps veteran @TimStanton recaps #leadership lessons from @mcchrystalgroup 's visit. http:// ow.ly/9fc6A #in,6,1,@TimStanton @mcchrystalgroup,#leadership #in,Reply
437,2012-02-22 19:46:42,"Do you ""pre-game"" your business meetings? Here are some great tips from @KevNix ! http:// klnconsultinggroup.com/2012/02/21/usi ng-linkedin-as-the-pre-game-warm-up-for-your-business-meetings/ …",13,9,@KevNix,,Reply
438,2012-02-22 18:17:57,new post: Speaker Series: General Stanley McChrystal http:// bit.ly/yrZuuX #in,4,0,,#in,Announcement
439,2012-02-22 17:48:31,Find out here! http:// linkedin.com/search RT @AhmedAdeyanju Are there any footballers on @LinkedIn ?,0,0,@AhmedAdeyanju @LinkedIn,,Reply
440,2012-02-22 15:07:13,Are you on the job hunt? Check out our free webinar for job seekers! http:// learn.linkedin.com/jobseeker,40,13,,,Announcement
441,2012-02-22 14:01:51,We're excited to welcome the @Rapportive team to our LinkedIn family. http:// ow.ly/9e437,20,9,@Rapportive,,Reply
442,2012-02-22 13:36:34,"@kristacanfield @ramonthomas Yes, recording will be posted on Youtube in a few days.",0,0,@kristacanfield @ramonthomas,,Reply
443,2012-02-22 13:01:12,Our founder Reid Hoffman @quixotic is talking about his new book @StartUpofYou at #LinkedIn HQ. Join us live NOW. http:// ow.ly/9dXSO,15,2,@quixotic @StartUpofYou,#LinkedIn,Reply
444,2012-02-22 11:01:23,Join us live TODAY at 10am PT as our founder Reid Hoffman @quixotic talks about his new book @StartUpofYou . http:// ow.ly/9bxeR,5,1,@quixotic @StartUpofYou,,Reply
445,2012-02-21 19:52:04,Exciting milestone. LinkedIn Indonesia hits a million members 2 months after localization. http:// ow.ly/9cYCt (via @e27sg) #in,28,4,@e27sg,#in,Reply
446,2012-02-21 13:03:05,"Join us live tomorrow, 2/22 at 10am PT as our founder Reid Hoffman @quixotic talks about @StartupofYou at #LinkedIn HQ. http:// ow.ly/9bx9H",9,0,@quixotic @StartupofYou,#LinkedIn,Reply
447,2012-02-21 12:01:52,Learn how to grow your #LinkedIn Company Page & engage your followers by joining us for a free webcast on 2/28. http:// ow.ly/96iY4 #in,13,6,,#LinkedIn #in,Announcement
448,2012-02-17 19:11:09,"What's your favorite nickname for Jeremy Lin? @espn likes ""Linked-Lin""! http://www. youtube.com/watch?v=VK_lj2 f6F24&t=50s … #linsanity",10,1,@espn,#linsanity,Reply
449,2012-02-17 13:49:02,new post: The Top 5 Stories on Lin-kedIn: Business Goes Gaga for Jeremy Lin http:// bit.ly/zooqDw #in,9,1,,#in,Announcement
450,2012-02-17 13:41:53,"""Leadership is not a talent or a gift - it's a choice."" @mcchrystalgroup speaking at #LinkedIn HQ. #inDay pic.twitter.com/QFlgrEWP",33,13,@mcchrystalgroup,#LinkedIn #inDay,Reply
451,2012-02-17 08:30:51,Join us live NOW as our cofounder Reid Hoffman @quixotic delivers keynote 'Start-Up of You' at #SMWNYC . http:// ow.ly/918lY #startYOU,12,3,@quixotic,#SMWNYC #startYOU,Reply
452,2012-02-17 00:01:45,@janebinnion We changed our profile completeness calculation to give u more control. Tips here: http:// lnkd.in/profile-comple teness …,6,0,@janebinnion,,Reply
453,2012-02-16 18:00:59,How much time you have to spend in useless meetings per week? Vote on @HarvardBiz 's Open Group Poll http:// ow.ly/9704M,11,1,@HarvardBiz,,Reply
454,2012-02-16 16:30:47,8 amazing job search tips from our co-founder @quixotic & his new book @StartUpofYou . http:// ow.ly/9718V (via @mashable ),22,10,@quixotic @StartUpofYou @mashable,,Reply
455,2012-02-16 14:01:09,Want to learn how to grow your #LinkedIn Company Page & engage your followers? Join us for a free webcast on 2/28. http:// ow.ly/96iUq #in,17,10,,#LinkedIn #in,Announcement
456,2012-02-16 12:30:52,Do you munch? @TIME selects @CardMunch as '50 Best iPhone Apps 2012' http:// ow.ly/96iPg,10,2,@TIME @CardMunch,,Reply
457,2012-02-16 11:01:42,Sprechen Sie Deutsch? Follow @LinkedInDE for LinkedIn news in German.,3,2,@LinkedInDE,,Reply
458,2012-02-15 21:05:48,@hannahrosepratt Have you checked out our most recent blog post on simple steps to a complete profile? http:// lnkd.in/profile-comple teness …,5,0,@hannahrosepratt,,Reply
459,2012-02-15 17:31:51,Mark your calendars for Friday: Reid Hoffman @quixotic delivers keynote @StartUpofYou at #SMWNYC on 2/17 8.30am ET http:// ow.ly/918i7,8,1,@quixotic @StartUpofYou,#SMWNYC,Reply
460,2012-02-15 16:45:08,"And #tip @LinkedIn_Today ! RT @le_frick ""think shareability vs. virality"" @LinkedIn #SMWTO",0,0,@LinkedIn_Today @le_frick @LinkedIn,#tip #SMWTO,Reply
461,2012-02-15 16:39:11,The A to Z of @LinkedIn from @CIOonline ! http://www. cio.com.au/article/415402 /a-z_linkedin …,17,14,@LinkedIn @CIOonline,,Reply
462,2012-02-15 13:46:38,Want to make an impact with your social strategy? Join us live RIGHT NOW from Social Media Week in NYC! http:// new.livestream.com/smwnychange/Li nkedInSocialImpact … #smw,8,0,,#smw,Announcement
463,2012-02-15 12:41:49,Landed a job interview? You'll want to have some good answers ready for these three questions: http:// onforb.es/qRhYcZ via @forbes,183,202,@forbes,,Reply
464,2012-02-15 10:01:30,Join us as our cofounder Reid Hoffman @quixotic delivers keynote @StartUpofYou at #SMWNYC on 2/17 8.30am ET http:// ow.ly/918i7,3,1,@quixotic @StartUpofYou,#SMWNYC,Reply
465,2012-02-14 20:38:14,new post: Simple steps to a complete LinkedIn Profile http:// bit.ly/yhaHSo #in,14,13,,#in,Announcement
466,2012-02-14 16:59:30,Want to create a customized URL for your #LinkedIn profile? Check out a short #video tip from our @LinkedInHelp team. http:// ow.ly/94yrE,16,8,@LinkedInHelp,#LinkedIn #video,Reply
467,2012-02-14 15:47:08,How Google's viral #ValentinesDay doodle was made http:// ow.ly/94rSl . Story of the day on @LinkedIn_Today via @techcrunch .,6,2,@LinkedIn_Today @techcrunch,#ValentinesDay,Reply
468,2012-02-14 15:39:05,Happy Valentines Day! Sweet card designed by our very own @dhengeveld . http:// ow.ly/i/sALB,7,0,@dhengeveld,,Reply
469,2012-02-14 14:21:36,@staceygrewal Thanks!,0,0,@staceygrewal,,Reply
470,2012-02-14 11:20:28,@leahdemilio Thanks! Great to hear you are a fan of @LinkedIn_Today .,0,1,@leahdemilio @LinkedIn_Today,,Reply
471,2012-02-14 11:06:30,We're honored to be on @FastCompany 's list of The World’s 50 Most Innovative Companies in 2012. http:// ow.ly/942iv #in,17,4,@FastCompany,#in,Reply
472,2012-02-13 17:45:37,"Awesome. MT @linkedinu: @ESPN 's #3 Top Nickname for Jeremy Lin @jlin7 is ""Linked-Lin"". He is def an inspiration to all. http:// ow.ly/935bO",8,1,@linkedinu @ESPN @jlin7,#3,Reply
473,2012-02-13 17:41:31,"@likeablemedia You rule, for mentioning us in your #SMWlikeable session!",0,0,@likeablemedia,#SMWlikeable,Reply
474,2012-02-13 17:16:06,"Start at http:// learn.linkedin.com RT @LikeableMedia ""There is a gold mine for those who leverage @LinkedIn well"" @DaveKerpen #SMWlikeable",6,6,@LikeableMedia @LinkedIn @DaveKerpen,#SMWlikeable,Reply
